timestamp_ms,EMG_Quad_mV,EMG_Ham_mV,EMG_Calf_mV,ACC_Quad_X_g,ACC_Quad_Y_g,ACC_Quad_Z_g,GYR_Quad_X_dps,GYR_Quad_Y_dps,GYR_Quad_Z_dps,Pitch_Quad_deg,Roll_Quad_deg,ACC_Ham_X_g,ACC_Ham_Y_g,ACC_Ham_Z_g,GYR_Ham_X_dps,GYR_Ham_Y_dps,GYR_Ham_Z_dps,Pitch_Ham_deg,Roll_Ham_deg,ACC_Calf_X_g,ACC_Calf_Y_g,ACC_Calf_Z_g,GYR_Calf_X_dps,GYR_Calf_Y_dps,GYR_Calf_Z_dps,Pitch_Calf_deg,Roll_Calf_deg,Angle_Quad_Ham_deg,Angle_Quad_Calf_deg,Angle_Ham_Calf_deg
126661,1514.21,3300.00,1535.16,-0.0078,0.2107,1.1743,0.261,-3.123,1.079,0.19,8.80,0.0078,-0.6238,0.8330,7.646,-0.921,-5.942,0.20,-37.14,0.7894,-0.0775,0.6517,1.877,0.163,-2.702,-49.21,-0.87,0.00,-3.46,-3.46
126675,1496.48,3300.00,1526.30,0.0093,0.1704,1.1953,-14.441,-4.894,1.323,0.11,8.58,0.0205,-0.5857,0.8396,-1.728,-0.295,0.974,0.17,-37.12,0.7747,-0.0472,0.6698,2.060,3.613,-4.107,-49.15,-0.90,0.00,-6.66,-6.67
126690,1487.62,3300.00,1501.32,0.0273,0.1577,1.2102,-9.312,-1.397,0.468,0.06,8.42,-0.0103,-0.6199,0.7527,-12.476,2.102,6.348,0.21,-37.35,0.7178,0.0253,0.6351,-1.665,3.033,-6.641,-49.10,-0.86,0.01,-9.64,-9.65
126715,1473.92,3300.00,1497.29,0.0095,0.1719,1.1833,17.269,3.412,-1.669,0.13,8.84,0.0039,-0.5813,0.8193,13.326,-1.577,-3.148,0.16,-36.99,0.8099,0.0118,0.6512,1.724,4.957,-2.107,-49.02,-0.78,0.02,-12.40,-12.42
126730,1509.38,3300.00,1508.57,-0.0261,0.2039,1.1587,10.551,4.328,-1.883,0.22,9.01,0.0005,-0.5984,0.8447,-2.231,-0.585,0.761,0.15,-36.98,0.7445,0.0514,0.6509,1.281,5.124,-1.298,-48.94,-0.65,0.01,-14.98,-14.99
126754,1469.89,3300.00,1485.20,-0.0164,0.1826,1.1687,-9.220,-4.833,1.690,0.11,8.78,-0.0200,-0.6169,0.7664,-0.628,-0.432,0.242,0.16,-37.04,0.7595,-0.0093,0.7198,-3.848,3.002,4.702,-48.82,-0.75,0.01,-17.35,-17.37
126769,1440.07,3300.00,1469.08,0.0039,0.1663,1.1899,-11.831,-4.497,2.117,0.04,8.60,-0.0022,-0.5928,0.8108,6.028,0.224,-2.674,0.16,-36.93,0.7054,0.0190,0.6969,-0.230,-5.440,2.641,-48.83,-0.71,0.02,-19.56,-19.58
126794,1510.99,3300.00,1535.16,0.0012,0.1621,1.2124,3.131,3.229,-0.158,0.12,8.65,-0.0203,-0.6130,0.7827,-2.094,0.331,2.577,0.19,-37.01,0.7841,0.0042,0.6361,-5.955,-5.257,3.023,-49.00,-0.83,0.02,-21.63,-21.65
126808,1510.18,3300.00,1534.36,0.0073,0.1970,1.1846,13.085,1.961,-1.196,0.14,8.86,0.0034,-0.5994,0.8186,5.295,-1.073,-3.560,0.17,-36.91,0.7571,0.0365,0.5963,-0.215,-5.013,3.374,-49.12,-0.75,0.02,-23.56,-23.59
126833,1448.13,3300.00,1477.14,-0.0154,0.1956,1.1680,0.200,-0.420,-1.196,0.14,8.88,-0.0078,-0.6140,0.7893,-6.048,-0.020,3.539,0.17,-37.08,0.7649,-0.0455,0.6425,-2.261,4.972,6.672,-49.02,-0.87,0.02,-25.35,-25.38
126848,1476.34,3300.00,1501.32,-0.0061,0.1877,1.1750,-7.128,-4.573,1.842,0.08,8.78,-0.0056,-0.6135,0.7908,4.089,0.530,-2.110,0.18,-37.04,0.6946,-0.0317,0.6764,1.541,0.804,1.588,-48.94,-0.88,0.03,-27.01,-27.04
126872,1482.78,3300.00,1481.17,0.0076,0.1680,1.2063,-4.899,-2.665,0.224,0.00,8.64,0.0071,-0.6035,0.8169,-3.880,0.285,1.173,0.18,-37.12,0.7357,-0.0405,0.6497,-1.635,-2.372,-3.664,-48.99,-0.97,0.04,-28.55,-28.59
126887,1436.85,3300.00,1452.97,0.0024,0.1699,1.2053,3.482,3.106,-0.463,0.05,8.68,-0.0132,-0.6233,0.7715,-5.086,0.194,1.341,0.19,-37.23,0.7526,0.0049,0.6068,1.327,-2.937,-6.901,-49.07,-0.93,0.05,-29.99,-30.04
126912,1519.85,3300.00,1531.94,-0.0132,0.1831,1.1699,4.933,4.282,-0.478,0.16,8.80,-0.0039,-0.5945,0.8240,4.578,-0.799,-1.423,0.17,-37.09,0.7876,0.0120,0.6104,1.968,7.689,-1.282,-48.95,-0.84,0.04,-31.33,-31.37
126926,1519.05,3300.00,1528.72,-0.0190,0.1843,1.1636,0.230,-0.191,-0.524,0.17,8.81,-0.0090,-0.6094,0.8032,-4.002,0.728,1.402,0.19,-37.15,0.7380,0.0206,0.6554,3.633,7.888,-1.420,-48.82,-0.73,0.04,-32.56,-32.61
126951,1438.46,3300.00,1452.16,0.0039,0.1719,1.1970,-9.144,-3.413,1.094,0.08,8.58,-0.0066,-0.6121,0.7957,3.387,-0.066,-1.667,0.19,-37.07,0.7363,-0.0280,0.7253,-0.505,2.361,-1.038,-48.70,-0.77,0.05,-33.70,-33.75
126966,1460.22,3300.00,1490.84,0.0073,0.1699,1.2053,-3.754,-2.542,0.423,0.04,8.51,0.0056,-0.6086,0.8083,0.608,-0.402,-0.888,0.18,-37.06,0.7377,0.0071,0.6946,0.167,-4.631,-4.229,-48.73,-0.74,0.05,-34.75,-34.81
126990,1490.04,3300.00,1495.68,0.0024,0.1841,1.1831,8.276,3.122,-1.440,0.11,8.72,-0.0037,-0.6143,0.7878,1.631,-0.279,-0.995,0.17,-37.04,0.7850,0.0461,0.6255,-2.429,-1.166,-0.092,-48.81,-0.70,0.05,-35.75,-35.80
127005,1461.83,3300.00,1472.31,-0.0088,0.1936,1.1726,5.574,3.366,-0.509,0.17,8.81,0.0020,-0.5994,0.8235,1.555,0.102,-0.919,0.17,-37.00,0.7750,0.0503,0.6221,1.068,0.224,2.367,-48.85,-0.58,0.05,-36.68,-36.72
127030,1483.59,3300.00,1518.24,-0.0112,0.1929,1.1680,-5.312,-2.588,0.774,0.11,8.69,-0.0173,-0.6089,0.7939,-1.178,0.484,0.959,0.19,-37.04,0.7418,-0.0197,0.6979,-1.772,4.285,6.580,-48.70,-0.65,0.05,-37.52,-37.58
127044,1530.33,3300.00,1523.08,-0.0073,0.1709,1.2048,-7.434,-2.909,0.728,0.07,8.58,-0.0007,-0.6013,0.8027,4.089,-0.234,-1.178,0.19,-36.98,0.7142,-0.0262,0.7126,0.029,-2.799,2.046,-48.67,-0.67,0.06,-38.31,-38.37
127069,1440.07,3300.00,1442.49,-0.0020,0.1724,1.1973,2.688,1.748,-0.234,0.12,8.63,-0.0020,-0.6079,0.7922,-4.812,0.102,0.959,0.19,-37.10,0.7509,-0.0079,0.6417,-3.619,-7.410,0.504,-48.87,-0.76,0.06,-39.06,-39.11
127084,1436.85,3300.00,1465.86,-0.0061,0.1780,1.1838,5.895,3.106,-0.936,0.17,8.72,-0.0095,-0.6189,0.7830,-0.170,0.118,-0.155,0.20,-37.13,0.7719,0.0085,0.5955,-1.192,-6.417,-0.565,-49.03,-0.75,0.06,-39.77,-39.82
127108,1506.15,3300.00,1523.08,-0.0066,0.1860,1.1658,-1.067,-0.726,0.010,0.15,8.70,0.0010,-0.6072,0.8176,0.608,0.240,-0.400,0.20,-37.10,0.7659,-0.0034,0.6093,0.060,5.460,3.771,-48.95,-0.74,0.05,-40.42,-40.47
127123,1488.42,3300.00,1493.26,-0.0037,0.1775,1.1877,-6.365,-2.955,0.575,0.11,8.60,-0.0042,-0.6138,0.7932,-2.812,0.072,1.539,0.20,-37.16,0.7397,-0.0292,0.6508,2.762,5.109,1.069,-48.87,-0.74,0.06,-41.02,-41.08
127147,1472.31,3300.00,1501.32,0.0076,0.1741,1.2043,-0.976,-0.833,0.361,0.08,8.57,0.0017,-0.6077,0.8181,1.845,-0.050,-0.980,0.19,-37.10,0.7302,-0.0463,0.6879,-0.032,0.972,-3.130,-48.80,-0.80,0.06,-41.57,-41.63
127162,1525.49,3300.00,1519.85,-0.0015,0.1738,1.1924,3.772,2.740,-0.814,0.12,8.62,-0.0061,-0.6099,0.8013,-0.980,0.163,1.127,0.20,-37.12,0.7471,-0.0134,0.6501,1.022,-2.830,-6.763,-48.84,-0.79,0.06,-42.09,-42.15
127187,1434.43,3300.00,1462.64,-0.0093,0.1902,1.1729,4.001,1.656,-0.524,0.17,8.73,-0.0027,-0.5984,0.8032,2.288,0.102,-1.102,0.20,-37.05,0.7756,0.0360,0.6166,0.014,3.537,-3.038,-48.81,-0.71,0.06,-42.57,-42.63
