timestamp_ms,EMG_Quad_mV,EMG_Ham_mV,EMG_Calf_mV,ACC_Quad_X_g,ACC_Quad_Y_g,ACC_Quad_Z_g,GYR_Quad_X_dps,GYR_Quad_Y_dps,GYR_Quad_Z_dps,Pitch_Quad_deg,Roll_Quad_deg,ACC_Ham_X_g,ACC_Ham_Y_g,ACC_Ham_Z_g,GYR_Ham_X_dps,GYR_Ham_Y_dps,GYR_Ham_Z_dps,Pitch_Ham_deg,Roll_Ham_deg,ACC_Calf_X_g,ACC_Calf_Y_g,ACC_Calf_Z_g,GYR_Calf_X_dps,GYR_Calf_Y_dps,GYR_Calf_Z_dps,Pitch_Calf_deg,Roll_Calf_deg,Angle_Quad_Ham_deg,Angle_Quad_Calf_deg,Angle_Ham_Calf_deg
742,2259.63,2104.10,2050.92,0.0383,0.0410,1.1943,0.101,-0.024,-0.020,-2.08,1.83,0.1897,-0.6077,0.7898,-0.369,-0.068,0.729,-10.96,-37.74,0.8988,0.1726,0.4576,-3.202,3.502,-6.764,-62.28,16.15,0.38,-2.95,-3.33
756,1691.50,1553.70,1597.22,0.0447,0.0364,1.2021,0.024,0.144,0.117,-2.08,1.82,0.1924,-0.6074,0.7869,0.013,-0.191,0.622,-10.96,-37.74,0.9010,0.1752,0.4708,-4.270,0.861,-5.161,-62.24,16.17,0.38,-2.96,-3.33
771,1144.32,1071.79,1165.27,0.0442,0.0332,1.1970,-0.067,0.037,0.011,-2.08,1.82,0.1895,-0.6030,0.7935,0.089,-0.129,0.546,-10.96,-37.72,0.9008,0.1730,0.4700,-5.064,-1.353,-3.665,-62.23,16.18,0.38,-2.96,-3.34
796,1776.92,1928.42,1828.50,0.0435,0.0410,1.2026,-0.037,-0.100,0.041,-2.08,1.82,0.1875,-0.6113,0.7847,-0.628,-0.129,0.821,-10.96,-37.74,0.9026,0.1580,0.4392,-5.446,-3.475,-2.153,-62.32,16.12,0.38,-2.97,-3.35
810,2312.82,2278.17,2146.01,0.0435,0.0376,1.2019,-0.128,-0.100,-0.005,-2.08,1.82,0.1960,-0.6101,0.7869,-0.308,-0.206,0.698,-10.97,-37.75,0.8983,0.1484,0.4253,-5.538,-2.849,-2.031,-62.38,16.10,0.38,-2.98,-3.36
835,751.06,811.50,903.37,0.0444,0.0352,1.2009,0.085,0.068,0.041,-2.08,1.82,0.1943,-0.6069,0.7839,-0.048,-0.084,0.561,-10.97,-37.75,0.8959,0.1315,0.4147,-4.606,0.372,-3.894,-62.41,16.02,0.38,-2.99,-3.38
850,803.44,981.54,1021.83,0.0439,0.0415,1.1934,-0.083,0.098,-0.005,-2.08,1.82,0.1902,-0.6040,0.7878,0.196,-0.007,0.683,-10.97,-37.74,0.8926,0.1318,0.4226,-3.522,2.326,-5.817,-62.40,16.00,0.38,-3.01,-3.39
864,1256.34,1462.64,1431.21,0.0417,0.0403,1.2007,0.146,0.022,0.072,-2.08,1.82,0.1904,-0.6033,0.7815,-0.338,-0.099,0.698,-10.97,-37.75,0.8937,0.1385,0.4352,-3.583,3.090,-7.207,-62.37,15.98,0.38,-3.01,-3.40
889,1447.33,1343.37,1388.50,0.0449,0.0388,1.1958,-0.083,0.098,-0.035,-2.08,1.82,0.1904,-0.6042,0.7822,-0.186,-0.053,0.714,-10.97,-37.75,0.8983,0.1631,0.4523,-3.690,2.647,-7.772,-62.29,15.97,0.38,-3.02,-3.40
903,951.72,900.15,1019.41,0.0413,0.0413,1.1975,0.146,0.007,-0.173,-2.07,1.83,0.1853,-0.6101,0.7896,0.104,-0.160,0.561,-10.96,-37.75,0.9031,0.1758,0.4583,-3.873,1.609,-6.749,-62.25,16.01,0.38,-3.02,-3.40
918,722.05,821.17,881.61,0.0425,0.0349,1.1936,-0.113,0.007,0.011,-2.07,1.82,0.1902,-0.6067,0.7913,-0.094,-0.038,0.698,-10.96,-37.74,0.9023,0.1814,0.4563,-4.545,0.204,-4.733,-62.23,16.06,0.38,-3.02,-3.40
943,2341.03,2235.46,2129.89,0.0481,0.0349,1.1987,0.055,0.098,-0.081,-2.08,1.82,0.1907,-0.6111,0.7908,-0.644,-0.038,0.821,-10.96,-37.76,0.9025,0.1661,0.4553,-5.186,-1.796,-2.306,-62.27,16.01,0.38,-3.02,-3.40
957,2027.55,1830.11,1844.62,0.0469,0.0361,1.2000,0.024,0.022,0.133,-2.08,1.82,0.1907,-0.6084,0.7776,-0.445,0.008,0.805,-10.96,-37.77,0.8975,0.1571,0.4432,-5.171,-2.254,-2.107,-62.30,16.01,0.39,-3.02,-3.41
972,1382.05,1252.31,1340.95,0.0432,0.0356,1.1938,0.024,-0.008,-0.112,-2.08,1.82,0.1909,-0.6052,0.7903,0.196,-0.191,0.775,-10.96,-37.76,0.8938,0.1416,0.4362,-5.171,-2.284,-2.688,-62.34,15.98,0.39,-3.03,-3.41
997,1516.63,1693.11,1613.33,0.0376,0.0330,1.2056,-0.113,-0.100,0.102,-2.08,1.81,0.1885,-0.6006,0.7939,-0.079,-0.343,0.744,-10.96,-37.75,0.8905,0.1370,0.4181,-4.698,-0.422,-4.260,-62.38,15.90,0.39,-3.04,-3.42
1011,2141.17,2179.05,2050.11,0.0427,0.0391,1.1995,-0.327,-0.039,-0.050,-2.07,1.81,0.1858,-0.6038,0.7852,-0.735,-0.267,0.866,-10.96,-37.75,0.8995,0.1367,0.4211,-4.225,1.059,-5.619,-62.40,15.89,0.39,-3.04,-3.43
1036,850.18,838.10,949.30,0.0415,0.0449,1.1992,0.375,0.022,-0.005,-2.07,1.82,0.1929,-0.6104,0.7891,0.089,0.023,0.576,-10.96,-37.75,0.8953,0.1459,0.4287,-3.431,2.510,-7.008,-62.35,15.86,0.39,-3.05,-3.44
1051,724.47,852.60,929.16,0.0459,0.0432,1.1995,-0.083,-0.069,-0.127,-2.08,1.83,0.1938,-0.6091,0.7869,0.746,-0.038,0.393,-10.96,-37.74,0.8992,0.1566,0.4382,-3.431,2.830,-7.283,-62.32,15.89,0.39,-3.05,-3.44
1065,966.23,1178.97,1174.14,0.0510,0.0366,1.1975,-0.434,-0.131,-0.218,-2.08,1.82,0.1975,-0.6057,0.7881,-0.033,-0.191,0.622,-10.97,-37.74,0.8994,0.1674,0.4532,-3.370,2.296,-7.222,-62.27,15.93,0.39,-3.05,-3.44
1090,1784.18,1626.23,1663.30,0.0432,0.0403,1.2017,0.452,0.190,0.148,-2.08,1.83,0.1914,-0.6084,0.7830,-0.995,-0.068,0.943,-10.97,-37.76,0.9001,0.1797,0.4596,-4.255,0.540,-5.314,-62.24,15.93,0.39,-3.05,-3.44
1105,1210.40,1115.31,1200.73,0.0444,0.0393,1.1980,-0.281,0.083,0.087,-2.08,1.83,0.1963,-0.6047,0.7837,0.898,-0.023,0.683,-10.97,-37.75,0.9008,0.1764,0.4550,-4.957,-0.620,-3.329,-62.23,15.97,0.39,-3.04,-3.43
1119,820.37,813.92,937.22,0.0439,0.0396,1.1960,-0.037,-0.069,0.072,-2.08,1.83,0.1926,-0.6074,0.7915,0.700,-0.023,0.668,-10.97,-37.73,0.8993,0.1671,0.4517,-5.217,-1.811,-2.077,-62.25,15.98,0.39,-3.04,-3.43
1144,2259.63,2235.46,2123.44,0.0449,0.0405,1.2004,0.146,0.114,0.041,-2.08,1.83,0.1882,-0.6055,0.7820,-1.117,-0.038,0.988,-10.97,-37.76,0.8945,0.1412,0.4375,-5.354,-2.422,-1.833,-62.32,15.89,0.39,-3.04,-3.43
1159,2268.50,2101.69,2060.59,0.0439,0.0386,1.1990,-0.205,-0.054,-0.142,-2.08,1.83,0.1931,-0.6101,0.7822,-0.613,0.008,0.836,-10.97,-37.77,0.8937,0.1304,0.4255,-5.141,-1.658,-3.054,-62.37,15.84,0.39,-3.05,-3.44
1183,763.15,920.29,984.76,0.0439,0.0410,1.1982,0.177,0.037,0.026,-2.08,1.84,0.1951,-0.6064,0.8000,0.776,-0.084,0.515,-10.97,-37.74,0.8972,0.1340,0.4166,-3.919,0.876,-6.230,-62.38,15.78,0.39,-3.06,-3.44
1198,1145.13,1379.63,1343.37,0.0452,0.0378,1.1958,-0.006,0.083,0.087,-2.08,1.84,0.1904,-0.6064,0.7913,-0.109,-0.038,0.637,-10.97,-37.74,0.8965,0.1455,0.4208,-3.324,2.525,-7.420,-62.37,15.80,0.39,-3.06,-3.45
1212,1802.71,1929.23,1836.56,0.0461,0.0366,1.1924,-0.159,-0.039,-0.050,-2.08,1.83,0.1914,-0.6047,0.7827,-1.422,-0.160,1.095,-10.97,-37.76,0.8979,0.1602,0.4355,-3.247,3.792,-7.741,-62.32,15.84,0.39,-3.06,-3.45
1237,1069.38,985.57,1091.14,0.0425,0.0388,1.1980,0.024,-0.069,-0.035,-2.08,1.84,0.1880,-0.6069,0.7844,0.654,-0.099,0.500,-10.97,-37.74,0.8977,0.1716,0.4655,-3.705,2.647,-6.428,-62.23,15.84,0.39,-3.06,-3.45
1252,747.84,798.61,897.73,0.0432,0.0332,1.1963,-0.174,0.022,-0.127,-2.08,1.83,0.1877,-0.6021,0.7922,0.501,-0.099,0.576,-10.97,-37.72,0.9023,0.1727,0.4661,-4.286,0.555,-4.978,-62.20,15.87,0.39,-3.05,-3.44
1266,783.30,950.11,1004.91,0.0420,0.0371,1.2046,0.116,-0.069,-0.005,-2.08,1.83,0.1956,-0.6030,0.7856,-0.674,-0.023,0.821,-10.97,-37.73,0.9006,0.1698,0.4604,-5.125,-1.536,-3.710,-62.21,15.88,0.39,-3.04,-3.43
1291,2133.11,1950.99,1938.10,0.0444,0.0425,1.1975,-0.052,0.053,0.117,-2.08,1.83,0.1912,-0.6096,0.7869,-0.506,-0.206,0.637,-10.97,-37.74,0.8979,0.1567,0.4366,-5.415,-2.925,-2.413,-62.29,15.83,0.39,-3.05,-3.43
1306,1469.89,1340.15,1424.76,0.0439,0.0396,1.1956,-0.174,0.037,-0.005,-2.08,1.83,0.1963,-0.6025,0.7859,0.303,-0.068,0.653,-10.98,-37.73,0.9003,0.1483,0.4302,-5.080,-2.177,-2.413,-62.34,15.82,0.39,-3.05,-3.44
1330,1362.71,1560.15,1507.77,0.0432,0.0388,1.2014,0.040,0.022,0.056,-2.08,1.83,0.1887,-0.6038,0.7844,-0.140,-0.099,0.683,-10.98,-37.73,0.8947,0.1366,0.4222,-4.347,0.708,-4.107,-62.35,15.76,0.39,-3.05,-3.44
1345,2011.43,2102.49,1967.91,0.0427,0.0369,1.1973,-0.189,0.144,0.072,-2.08,1.83,0.1909,-0.6074,0.7864,-1.056,0.008,0.943,-10.98,-37.75,0.8934,0.1364,0.4313,-3.843,1.792,-5.726,-62.34,15.74,0.39,-3.06,-3.44
1360,2342.64,2265.27,2144.40,0.0444,0.0396,1.2000,0.101,-0.024,0.011,-2.08,1.83,0.1858,-0.6099,0.7861,-0.522,-0.099,0.790,-10.97,-37.76,0.8953,0.1395,0.4380,-3.644,2.357,-7.023,-62.31,15.72,0.39,-3.06,-3.44
1384,721.25,824.40,897.73,0.0413,0.0391,1.2029,-0.083,0.114,-0.050,-2.07,1.83,0.1909,-0.6077,0.7915,0.562,-0.114,0.622,-10.97,-37.74,0.8999,0.1637,0.4445,-3.751,1.884,-7.176,-62.26,15.72,0.39,-3.06,-3.44
1399,884.03,1081.47,1095.97,0.0442,0.0320,1.1987,-0.037,-0.024,-0.050,-2.08,1.82,0.1904,-0.6104,0.7866,-0.705,-0.084,0.836,-10.97,-37.75,0.9011,0.1737,0.4487,-3.858,1.059,-6.062,-62.24,15.78,0.39,-3.05,-3.44
1413,1473.11,1659.27,1589.96,0.0427,0.0369,1.2039,0.131,0.190,0.102,-2.07,1.82,0.1936,-0.6147,0.7815,-1.239,-0.129,1.126,-10.97,-37.78,0.9015,0.1775,0.4447,-4.454,0.555,-4.520,-62.23,15.83,0.39,-3.05,-3.44
1438,1305.49,1185.42,1267.62,0.0405,0.0371,1.1985,-0.205,0.068,-0.050,-2.07,1.82,0.1924,-0.6099,0.7859,0.685,0.054,0.607,-10.97,-37.76,0.9037,0.1620,0.4485,-5.003,-0.910,-2.718,-62.25,15.79,0.39,-3.05,-3.43
1453,838.90,840.51,946.08,0.0474,0.0388,1.2031,-0.021,0.129,-0.066,-2.07,1.82,0.1919,-0.6074,0.7925,0.685,0.023,0.607,-10.97,-37.74,0.8992,0.1505,0.4425,-5.003,-1.674,-2.703,-62.28,15.78,0.39,-3.05,-3.43
1467,722.86,838.10,915.46,0.0410,0.0376,1.1963,0.208,0.129,0.117,-2.07,1.82,0.1912,-0.6067,0.7861,-0.842,-0.068,1.095,-10.97,-37.75,0.8949,0.1432,0.4365,-5.049,-1.460,-3.161,-62.31,15.76,0.39,-3.05,-3.44
1492,2323.30,2181.47,2092.82,0.0400,0.0342,1.1948,-0.296,0.007,-0.066,-2.06,1.81,0.1904,-0.6077,0.7844,-0.170,-0.236,0.668,-10.97,-37.76,0.8977,0.1387,0.4221,-4.606,-0.238,-4.657,-62.35,15.69,0.38,-3.06,-3.44
1507,1881.69,1706.81,1739.85,0.0425,0.0349,1.1995,-0.006,-0.008,0.041,-2.06,1.81,0.1924,-0.6047,0.7866,0.868,-0.038,0.378,-10.97,-37.74,0.8994,0.1436,0.4236,-3.980,0.968,-5.543,-62.36,15.70,0.38,-3.06,-3.44
1532,1016.19,1233.77,1220.88,0.0405,0.0371,1.1958,0.253,-0.069,0.026,-2.06,1.81,0.1946,-0.6052,0.7849,-0.644,-0.053,0.775,-10.97,-37.76,0.8989,0.1459,0.4358,-3.446,2.540,-6.413,-62.31,15.67,0.38,-3.06,-3.44
1546,1661.69,1822.86,1740.66,0.0420,0.0374,1.1968,-0.403,-0.054,0.072,-2.06,1.81,0.1909,-0.6072,0.7910,-1.010,-0.252,0.943,-10.98,-37.77,0.8979,0.1565,0.4480,-3.385,2.464,-6.596,-62.27,15.69,0.38,-3.06,-3.44
1571,1137.88,1032.31,1147.55,0.0417,0.0413,1.2078,0.253,0.053,-0.066,-2.06,1.81,0.1904,-0.6062,0.7800,0.440,-0.038,0.561,-10.97,-37.76,0.8965,0.1656,0.4619,-4.255,0.708,-5.680,-62.23,15.67,0.38,-3.06,-3.44
1585,760.73,784.91,902.56,0.0439,0.0354,1.1963,-0.418,-0.039,0.041,-2.06,1.81,0.1909,-0.6074,0.7866,0.227,-0.099,0.668,-10.97,-37.75,0.9037,0.1700,0.4498,-4.698,-0.590,-4.733,-62.23,15.70,0.38,-3.06,-3.43
1600,758.32,903.37,950.92,0.0452,0.0361,1.1953,-0.144,0.053,-0.005,-2.06,1.80,0.1941,-0.6069,0.7849,-1.071,-0.053,1.019,-10.98,-37.77,0.9000,0.1689,0.4440,-5.064,-1.429,-3.878,-62.25,15.73,0.38,-3.05,-3.43
1625,2208.06,2036.41,1982.42,0.0393,0.0396,1.1931,0.162,0.190,0.041,-2.05,1.81,0.1938,-0.6079,0.7844,-0.094,-0.053,0.851,-10.98,-37.77,0.8977,0.1539,0.4293,-5.018,-1.322,-2.718,-62.30,15.69,0.38,-3.06,-3.43
1639,1591.58,1452.16,1498.10,0.0430,0.0381,1.2048,-0.083,-0.039,-0.020,-2.05,1.81,0.1853,-0.6060,0.7849,0.975,0.054,0.500,-10.97,-37.75,0.8986,0.1443,0.4313,-4.789,-0.773,-2.810,-62.33,15.68,0.37,-3.06,-3.44
