timestamp_ms,EMG_Quad_mV,EMG_Ham_mV,EMG_Calf_mV,ACC_Quad_X_g,ACC_Quad_Y_g,ACC_Quad_Z_g,GYR_Quad_X_dps,GYR_Quad_Y_dps,GYR_Quad_Z_dps,Pitch_Quad_deg,Roll_Quad_deg,ACC_Ham_X_g,ACC_Ham_Y_g,ACC_Ham_Z_g,GYR_Ham_X_dps,GYR_Ham_Y_dps,GYR_Ham_Z_dps,Pitch_Ham_deg,Roll_Ham_deg,ACC_Calf_X_g,ACC_Calf_Y_g,ACC_Calf_Z_g,GYR_Calf_X_dps,GYR_Calf_Y_dps,GYR_Calf_Z_dps,Pitch_Calf_deg,Roll_Calf_deg,Angle_Quad_Ham_deg,Angle_Quad_Calf_deg,Angle_Ham_Calf_deg
10,3300.00,3300.00,3300.00,-0.2571,0.8538,0.6797,-1.855,0.109,0.298,12.95,51.23,0.0129,-0.8125,0.5837,0.980,-1.222,0.261,-1.06,-54.53,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.01,-0.01,-0.02
24,1834.95,937.22,0.00,-0.2600,0.8550,0.6772,-1.031,0.445,-0.008,12.97,51.22,0.0132,-0.8132,0.5825,2.079,-1.329,0.734,-1.07,-54.50,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.01,-0.02,-0.03
38,0.00,1610.92,0.00,-0.2644,0.8547,0.6804,-0.176,0.888,-0.618,12.99,51.22,0.0107,-0.8125,0.5925,2.094,-1.313,0.749,-1.08,-54.46,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.02,-0.03,-0.05
63,3300.00,3300.00,3300.00,-0.2620,0.8533,0.6777,-2.496,0.048,-0.267,13.00,51.17,0.0132,-0.8140,0.5806,2.522,-0.871,-0.228,-1.10,-54.40,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.02,-0.04,-0.06
77,3300.00,3300.00,2617.44,-0.2573,0.8584,0.6838,-2.222,-0.288,0.527,13.00,51.15,0.0151,-0.8154,0.5852,1.193,-0.321,0.597,-1.10,-54.38,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.02,-0.05,-0.07
91,2280.59,0.00,0.00,-0.2566,0.8601,0.6736,-1.535,0.140,0.252,13.01,51.14,0.0178,-0.8137,0.5818,1.178,-0.917,0.810,-1.11,-54.37,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.02,-0.06,-0.08
116,1891.36,3300.00,3300.00,-0.2532,0.8542,0.6848,-1.931,0.430,0.053,13.02,51.10,0.0176,-0.8127,0.5808,1.957,-1.619,0.734,-1.15,-54.32,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.01,-0.07,-0.08
130,3300.00,3300.00,3300.00,-0.2522,0.8555,0.6772,-1.626,-0.441,0.710,13.01,51.08,0.0186,-0.8152,0.5813,0.781,-2.367,0.475,-1.18,-54.32,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.01,-0.08,-0.08
144,3300.00,3300.00,3300.00,-0.2522,0.8564,0.6763,-2.054,-0.151,0.939,13.01,51.07,0.0217,-0.8130,0.5847,0.567,-2.459,0.917,-1.21,-54.31,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.00,-0.08,-0.09
169,0.00,3300.00,2447.40,-0.2566,0.8591,0.6785,-1.825,-0.654,1.565,13.00,51.04,0.0217,-0.8152,0.5786,0.873,-2.779,-0.182,-1.28,-54.29,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.01,-0.09,-0.08
183,1735.02,3300.00,3300.00,-0.2549,0.8564,0.6763,-0.649,-0.624,1.397,12.99,51.04,0.0171,-0.8120,0.5840,0.827,-2.840,0.520,-1.31,-54.28,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.02,-0.09,-0.07
197,3300.00,3300.00,3300.00,-0.2590,0.8582,0.6685,-0.634,0.399,0.756,13.01,51.05,0.0188,-0.8108,0.5833,0.690,-3.329,0.826,-1.36,-54.27,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.03,-0.10,-0.07
222,425.49,2769.74,820.37,-0.2600,0.8616,0.6772,1.565,2.445,0.481,13.07,51.11,0.0225,-0.8101,0.5825,-0.379,-4.443,0.872,-1.46,-54.28,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.06,-0.11,-0.05
236,0.00,2347.47,1936.48,-0.2546,0.8608,0.6714,-0.954,2.857,1.122,13.11,51.11,0.0161,-0.8162,0.5786,0.170,-3.878,1.620,-1.50,-54.29,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.09,-0.12,-0.03
250,1237.00,3300.00,3300.00,-0.2537,0.8530,0.6731,0.481,2.231,0.267,13.14,51.13,0.0251,-0.8206,0.5776,0.186,-3.176,0.933,-1.55,-54.29,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.12,-0.14,-0.01
275,3300.00,2822.12,3300.00,-0.2522,0.8557,0.6638,-1.077,4.124,-1.763,13.24,51.13,0.0229,-0.8186,0.5732,-5.921,-4.504,4.551,-1.65,-54.45,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.17,-0.16,0.01
289,1320.00,763.15,0.00,-0.2556,0.8530,0.6709,-0.512,5.437,-1.763,13.32,51.13,0.0134,-0.8230,0.5835,-7.707,-2.031,6.246,-1.66,-54.56,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.22,-0.18,0.04
304,0.00,755.09,0.00,-0.2615,0.8455,0.6863,0.313,5.330,-1.076,13.40,51.13,0.0066,-0.8188,0.5867,-7.585,-1.726,5.177,-1.66,-54.67,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.27,-0.21,0.06
328,3300.00,3300.00,3300.00,-0.2639,0.8545,0.6882,-1.412,5.361,0.191,13.53,51.10,0.0144,-0.8115,0.5845,-9.830,-1.405,6.093,-1.68,-54.89,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.32,-0.24,0.08
342,3300.00,580.22,1864.76,-0.2644,0.8552,0.6851,-0.832,6.369,0.145,13.62,51.09,0.0012,-0.8152,0.5674,-5.631,-5.222,4.414,-1.72,-54.98,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.38,-0.28,0.10
356,1591.58,0.00,0.00,-0.2546,0.8523,0.6909,-5.550,4.659,1.351,13.67,51.01,0.0186,-0.8250,0.5686,-9.295,-4.291,8.658,-1.76,-55.11,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.45,-0.32,0.13
381,3300.00,3300.00,3300.00,-0.2439,0.8511,0.6804,-8.405,2.231,2.114,13.70,50.82,0.0378,-0.8425,0.5774,-2.272,-3.054,5.284,-1.84,-55.18,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.52,-0.36,0.16
395,3300.00,3300.00,3300.00,-0.2480,0.8550,0.6741,-8.817,3.025,1.107,13.73,50.71,0.0476,-0.8323,0.5786,7.361,-3.084,-1.357,-1.90,-55.08,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.59,-0.40,0.19
409,3300.00,12.89,672.09,-0.2478,0.8608,0.6685,-10.512,1.941,0.328,13.74,50.60,0.0530,-0.8201,0.5747,16.705,-0.321,-6.335,-1.93,-54.84,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.65,-0.43,0.22
434,0.00,0.00,0.00,-0.2554,0.8640,0.6492,-11.565,4.063,-2.069,13.83,50.37,0.0181,-0.8142,0.5601,17.835,-2.932,-4.304,-1.98,-54.42,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.72,-0.47,0.25
448,3184.76,1332.89,2965.57,-0.2739,0.8577,0.6609,-7.244,4.475,-1.779,13.90,50.31,0.0195,-0.8020,0.5764,14.247,0.335,-2.686,-1.96,-54.22,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.79,-0.51,0.28
462,3300.00,2395.82,3300.00,-0.2556,0.8481,0.6658,0.160,6.002,-4.282,13.97,50.34,0.0413,-0.7983,0.6296,16.567,5.160,-3.357,-1.90,-53.94,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.86,-0.56,0.30
487,0.00,0.00,0.00,-0.2646,0.8469,0.6682,4.114,13.804,-3.168,14.30,50.47,0.0471,-0.8137,0.6145,28.461,15.587,-6.029,-1.54,-53.24,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.92,-0.62,0.30
501,0.00,0.00,859.85,-0.2739,0.8708,0.6689,6.236,13.697,-1.947,14.48,50.59,0.0061,-0.7842,0.5667,40.537,28.900,-12.060,-1.11,-52.69,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.96,-0.69,0.26
515,2274.14,1735.82,3300.00,-0.2632,0.8613,0.6858,12.923,15.040,-2.786,14.67,50.79,0.0259,-0.7869,0.5901,32.155,18.946,-6.396,-0.86,-52.25,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-0.99,-0.77,0.21
540,0.00,0.00,0.00,-0.2749,0.8523,0.6665,3.931,17.315,-1.382,15.08,50.91,0.0007,-0.7854,0.5942,22.109,19.740,-7.128,-0.37,-51.74,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-1.01,-0.88,0.13
554,0.00,0.00,0.00,-0.2935,0.8513,0.6707,1.259,23.315,-1.122,15.40,50.94,-0.0020,-0.8135,0.5730,44.659,28.015,-11.037,0.03,-51.18,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,-1.03,-1.00,0.03
