timestamp_ms,EMG_Quad_mV,EMG_Ham_mV,EMG_Calf_mV,ACC_Quad_X_g,ACC_Quad_Y_g,ACC_Quad_Z_g,GYR_Quad_X_dps,GYR_Quad_Y_dps,GYR_Quad_Z_dps,Pitch_Quad_deg,Roll_Quad_deg,ACC_Ham_X_g,ACC_Ham_Y_g,ACC_Ham_Z_g,GYR_Ham_X_dps,GYR_Ham_Y_dps,GYR_Ham_Z_dps,Pitch_Ham_deg,Roll_Ham_deg,ACC_Calf_X_g,ACC_Calf_Y_g,ACC_Calf_Z_g,GYR_Calf_X_dps,GYR_Calf_Y_dps,GYR_Calf_Z_dps,Pitch_Calf_deg,Roll_Calf_deg,Angle_Quad_Ham_deg,Angle_Quad_Calf_deg,Angle_Ham_Calf_deg
4,3300.00,3300.00,3300.00,-0.2437,0.8582,0.6755,-4.179,4.609,0.462,13.15,49.62,0.0007,-0.8086,0.5884,-1.391,0.659,0.361,0.07,-54.15,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.10,-0.04,-0.14
18,3300.00,3300.00,3300.00,-0.2405,0.8594,0.6870,-2.943,3.082,0.584,13.17,49.61,0.0054,-0.8118,0.5930,-2.124,0.628,0.239,0.08,-54.17,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.19,-0.08,-0.27
32,3300.00,3300.00,3300.00,-0.2356,0.8594,0.6814,-3.767,2.212,0.462,13.18,49.60,-0.1450,-0.8208,0.3774,-13.284,-21.326,18.743,-0.05,-54.58,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.27,-0.11,-0.38
57,3300.00,3300.00,3300.00,-0.2275,0.8398,0.6956,-2.118,6.776,3.072,13.32,49.56,0.0122,-0.8308,0.5312,10.960,-21.692,-0.265,-0.58,-54.38,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.29,-0.15,-0.44
71,3300.00,3300.00,3300.00,-0.2417,0.8567,0.6929,1.363,7.494,3.973,13.40,49.61,0.0056,-0.8376,0.6191,17.555,-19.418,-4.127,-0.85,-54.11,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.28,-0.20,-0.48
85,3300.00,3300.00,3300.00,-0.2280,0.8494,0.7004,3.149,9.769,2.630,13.51,49.67,0.0234,-0.8240,0.5979,11.830,-7.509,-0.570,-0.96,-53.94,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.27,-0.25,-0.52
110,3300.00,3300.00,3300.00,-0.2375,0.8508,0.6890,-0.255,8.151,1.072,13.68,49.69,0.0283,-0.8105,0.5784,-0.231,-1.799,-0.097,-1.02,-53.96,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.23,-0.31,-0.54
124,0.00,3300.00,1667.33,-0.2429,0.8572,0.6877,-3.126,8.624,-0.241,13.77,49.68,0.0286,-0.8198,0.5925,-0.750,2.063,-0.524,-1.00,-53.98,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.20,-0.37,-0.57
138,755.09,3300.00,1897.80,-0.2405,0.8613,0.6860,-3.721,4.731,-1.645,13.81,49.66,0.0312,-0.8091,0.5962,-0.643,5.666,-0.158,-0.94,-53.98,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.17,-0.43,-0.59
163,3300.00,1419.93,3300.00,-0.2568,0.8569,0.6851,-6.332,-0.933,-1.920,13.77,49.54,0.0059,-0.8054,0.5857,2.838,9.056,-1.929,-0.71,-53.91,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.16,-0.48,-0.63
177,431.14,0.00,0.00,-0.2527,0.8584,0.6770,-4.210,-0.598,-2.103,13.75,49.53,0.0059,-0.8081,0.5891,2.304,8.475,-0.937,-0.58,-53.88,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.16,-0.53,-0.68
191,0.00,0.00,0.00,-0.2434,0.8596,0.6831,-4.179,-2.720,-1.141,13.69,49.51,-0.0178,-0.8091,0.5830,0.991,8.643,0.300,-0.43,-53.87,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00,0.00,0.17,-0.57,-0.74
